Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude_meters,VpsAltitude(feet),VpsAltitude_meters,Speed(mph),Speed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,BatteryCell4Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
1,0.6,0m 0.6s,39.23055371,-77.25512031,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0,0,10,97,16.99,0.007,4.245,4.246,4.247,4.252,0,0,0,0.6,0.5,49.9,0,0,0,0,0,,,Taking Off,The aircraft is in a Warning Zone (Unpaved Airports). Fly with caution here.,
2,0.7,0m 0.7s,39.23055377,-77.25512032,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,5.2,1.6,39.230566,-77.25513006,10,97,16.99,0.007,4.245,4.246,4.247,4.252,0,0,0,0.7,0.5,49.9,0,0,0,0,0,,,,,
3,0.9,0m 0.9s,39.23055385,-77.25512032,Starting Motors,0.0,0.0,0.3,0.1,1.1,0.5,5.2,1.6,39.230566,-77.25513006,10,97,16.99,0.007,4.245,4.246,4.247,4.252,0,0,0,0.6,0.5,49.9,0,0,0,0,0,,,,,
4,1,0m 1s,39.23055391,-77.2551203,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,5.2,1.6,39.230566,-77.25513006,10,97,16.99,0.007,4.245,4.246,4.247,4.252,0,0,0,0.6,0.5,49.9,0,0,0,0,0,,,,,
5,1.1,0m 1.1s,39.23055399,-77.2551203,Starting Motors,0.0,0.0,0.3,0.1,1.1,0.5,5.2,1.6,39.230566,-77.25513006,10,97,16.99,0.007,4.245,4.246,4.247,4.252,0,0,0,0.7,0.4,49.9,0,0,0,0,0,,,,,
6,1.2,0m 1.2s,39.23055407,-77.25512029,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,5.2,1.6,39.230566,-77.25513006,10,97,16.99,0.007,4.245,4.246,4.247,4.252,0,0,0,0.7,0.5,49.9,0,0,0,0,0,,,,,
7,1.3,0m 1.3s,39.23055414,-77.25512028,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,5.1,1.6,39.230566,-77.25513006,10,97,16.99,0.007,4.245,4.246,4.247,4.252,0,0,0,0.7,0.5,49.9,0,0,0,0,0,,,,,
8,1.4,0m 1.4s,39.23055421,-77.25512024,Starting Motors,0.0,0.0,0.3,0.1,1.1,0.5,5.1,1.6,39.230566,-77.25513006,10,97,16.99,0.007,4.245,4.246,4.247,4.252,0,0,0,0.7,0.5,49.9,0,0,0,0,0,,,,,
9,1.5,0m 1.5s,39.23055428,-77.25512021,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,5.1,1.6,39.230566,-77.25513006,10,97,16.99,0.007,4.245,4.246,4.247,4.252,0,0,0,0.7,0.5,49.9,0,0,0,0,0,,,,,
10,1.6,0m 1.6s,39.23055434,-77.25512017,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,5.1,1.6,39.230566,-77.25513006,10,97,16.99,0.007,4.245,4.246,4.247,4.252,0,0,0,0.7,0.5,49.9,0,0,0,0,0,,,,,
11,1.7,0m 1.7s,39.23055441,-77.25512014,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,5.1,1.5,39.230566,-77.25513006,10,97,16.989,0.006,4.245,4.246,4.247,4.251,0,0,0,0.7,0.5,49.9,0,0,0,0,0,,,Taking Off,,
12,1.8,0m 1.8s,39.23055446,-77.25512009,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,5.1,1.5,39.230566,-77.25513006,10,97,16.989,0.006,4.245,4.246,4.247,4.251,0,0,0,0.7,0.4,49.9,0,0,0,0,0,,,,,
13,1.9,0m 1.9s,39.23055452,-77.25512004,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,5.1,1.5,39.230566,-77.25513006,10,97,16.989,0.006,4.245,4.246,4.247,4.251,0,0,0,0.7,0.4,50,0,0,0,0,0,,,,,
14,2,0m 2s,39.23055457,-77.25512,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,5.1,1.5,39.230566,-77.25513006,10,97,16.989,0.006,4.245,4.246,4.247,4.251,0,0,0,0.7,0.4,49.9,0,0,0,0,0,,,,,
15,2.2,0m 2.2s,39.23055467,-77.25511996,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,5.0,1.5,39.230566,-77.25513006,10,97,16.989,0.006,4.245,4.246,4.247,4.251,0,0,0,1.1,0.3,50,0,0,0,0,0,,,,,
16,2.3,0m 2.3s,39.23055471,-77.25511995,Auto Takeoff,0.0,0.0,0.3,0.1,0.7,0.3,5.0,1.5,39.230566,-77.25513006,10,97,16.989,0.006,4.245,4.246,4.247,4.251,0,0,0,1.4,0,50.1,0,0,0,0,0,,,,,
17,2.4,0m 2.4s,39.23055477,-77.25511997,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,5.0,1.5,39.230566,-77.25513006,10,97,16.989,0.006,4.245,4.246,4.247,4.251,0,0,-0.1,1.4,-0.2,50,0,0,0,0,0,,,,,
18,2.5,0m 2.5s,39.23055482,-77.25512003,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,5.0,1.5,39.230566,-77.25513006,10,97,16.989,0.006,4.245,4.246,4.247,4.251,0,0,-0.3,0.9,-0.1,50.1,0,0,0,0,0,,,,,
19,2.6,0m 2.6s,39.23055484,-77.25512013,Auto Takeoff,0.0,0.0,0.7,0.2,0.0,0.0,5.0,1.5,39.230566,-77.25513006,10,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.4,-0.1,0,50,0,0,0,0,0,,,,,
20,2.8,0m 2.8s,39.23055488,-77.25512026,Auto Takeoff,0.3,0.1,1.0,0.3,0.0,0.0,0.0,0.0,39.23055476,-77.25511997,10,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.6,-0.3,0,50,0,0,0,0,0,,,Home Point Recorded. RTH Altitude:  30m.,,
21,2.9,0m 2.9s,39.23055493,-77.25512027,Auto Takeoff,0.7,0.2,1.3,0.4,0.0,0.0,0.0,0.0,39.23055476,-77.25511997,10,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.6,-0.2,0,50.1,0,0,0,0,0,,,,,
22,3,0m 3s,39.23055511,-77.25512024,Auto Takeoff,0.7,0.2,1.3,0.4,0.0,0.0,0.0,0.0,39.23055476,-77.25511997,10,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.5,-0.3,0.2,50.1,0,0,0,0,0,,,,,
23,3.1,0m 3.1s,39.23055533,-77.25512019,Auto Takeoff,1.0,0.3,1.6,0.5,0.0,0.0,0.0,0.0,39.23055476,-77.25511997,10,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.5,0,0.1,50.1,0,0,0,0,0,,,,,
24,3.2,0m 3.2s,39.2305557,-77.25512011,Auto Takeoff,1.0,0.3,1.6,0.5,0.0,0.0,0.0,0.0,39.23055476,-77.25511997,9,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.4,0.1,-0.3,50,0,0,0,0,0,,,,,
25,3.3,0m 3.3s,39.23055604,-77.25512004,Auto Takeoff,1.3,0.4,2.0,0.6,0.0,0.0,0.4,0.1,39.23055476,-77.25511997,9,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.4,0.2,-0.4,50,0,0,0,0,0,,,,,
26,3.4,0m 3.4s,39.23055638,-77.25512001,Auto Takeoff,1.3,0.4,2.0,0.6,0.0,0.0,0.6,0.2,39.23055476,-77.25511997,9,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.4,0.3,-0.4,50,0,0,0,0,0,,,,,
27,3.5,0m 3.5s,39.23055663,-77.25511999,Auto Takeoff,1.6,0.5,2.3,0.7,1.1,0.5,0.6,0.2,39.23055476,-77.25511997,9,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.4,0.2,-0.4,50,0,0,0,0,0,,,,,
28,3.6,0m 3.6s,39.23055678,-77.25512001,Auto Takeoff,1.6,0.5,2.3,0.7,0.0,0.0,0.8,0.2,39.23055476,-77.25511997,10,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.4,0.2,-0.1,50,0,0,0,0,0,,,,,
29,3.7,0m 3.7s,39.23055688,-77.25512001,Auto Takeoff,1.6,0.5,2.6,0.8,0.0,0.0,0.8,0.2,39.23055476,-77.25511997,10,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.4,0.4,0,50,0,0,0,0,0,,,,,
30,3.8,0m 3.8s,39.23055684,-77.25512003,Auto Takeoff,2.0,0.6,3.0,0.9,0.0,0.0,0.8,0.2,39.23055476,-77.25511997,10,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.5,0.6,0.1,50,0,0,0,0,0,,,,,
31,3.9,0m 3.9s,39.2305568,-77.25512004,Auto Takeoff,2.3,0.7,3.0,0.9,0.0,0.0,0.8,0.2,39.23055476,-77.25511997,10,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.5,0.4,0.1,50,0,0,0,0,0,,,,,
32,4,0m 4s,39.23055666,-77.25512009,Auto Takeoff,2.3,0.7,3.3,1.0,0.0,0.0,0.8,0.2,39.23055476,-77.25511997,10,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.5,0.3,0,50,0,0,0,0,0,,,,,
33,4.1,0m 4.1s,39.23055658,-77.25512013,Auto Takeoff,2.6,0.8,3.3,1.0,0.0,0.0,0.7,0.2,39.23055476,-77.25511997,10,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.5,0.4,-0.1,50,0,0,0,0,0,,,,,
34,4.2,0m 4.2s,39.23055646,-77.25512008,Auto Takeoff,2.6,0.8,3.6,1.1,0.0,0.0,0.6,0.2,39.23055476,-77.25511997,10,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.5,0.3,-0.3,50,0,0,0,0,0,,,,,
35,4.3,0m 4.3s,39.23055641,-77.25511999,P-GPS,3.0,0.9,3.6,1.1,0.0,0.0,0.6,0.2,39.23055476,-77.25511997,10,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.4,0.3,-0.2,50,0,0,0,0,0,,,,,
36,4.4,0m 4.4s,39.23055633,-77.25511994,P-GPS,3.0,0.9,3.6,1.1,0.0,0.0,0.5,0.2,39.23055476,-77.25511997,10,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.3,0.3,-0.2,50,0,0,0,0,0,,,,,
37,4.5,0m 4.5s,39.23055629,-77.25511992,P-GPS,3.0,0.9,3.9,1.2,0.0,0.0,0.6,0.2,39.23055476,-77.25511997,10,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.2,0.4,-0.2,50,0,0,0,0,0,,,,,
38,4.6,0m 4.6s,39.23055625,-77.2551199,P-GPS,3.0,0.9,3.9,1.2,0.0,0.0,0.5,0.2,39.23055476,-77.25511997,10,97,16.813,0.03,4.204,4.195,4.192,4.222,0,0,-0.1,0.4,-0.3,49.9,0,0,0,0,0,,,,,
39,4.7,0m 4.7s,39.23055625,-77.25511988,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.5,0.2,39.23055476,-77.25511997,10,97,16.349,0.015,4.086,4.081,4.086,4.096,0,0,0,0.4,-0.2,49.9,0,0,0,0,0,,,,,
40,4.8,0m 4.8s,39.2305562,-77.2551199,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.5,0.2,39.23055476,-77.25511997,10,97,16.349,0.015,4.086,4.081,4.086,4.096,0,0,0,0.3,-0.1,49.9,0,0,0,0,0,,,,,
41,4.9,0m 4.9s,39.23055614,-77.25511994,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.4,0.1,39.23055476,-77.25511997,10,97,16.349,0.015,4.086,4.081,4.086,4.096,0,0,0,0.3,0,49.8,0,0,0,0,0,,,,,
42,5,0m 5s,39.23055602,-77.25512001,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.4,0.1,39.23055476,-77.25511997,10,97,16.349,0.015,4.086,4.081,4.086,4.096,0,0,0,0.3,0,49.8,0,0,0,0,0,,,,,
43,5.1,0m 5.1s,39.23055592,-77.25512008,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.4,0.1,39.23055476,-77.25511997,10,97,16.349,0.015,4.086,4.081,4.086,4.096,0,0,0,0.1,0.2,49.9,0,0,0,0,0,,,,,
44,5.2,0m 5.2s,39.2305558,-77.25512018,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.4,0.1,39.23055476,-77.25511997,10,97,16.349,0.015,4.086,4.081,4.086,4.096,0,0,0,0,0.3,49.9,0,0,0,0,0,,,,,
45,5.3,0m 5.3s,39.2305557,-77.25512026,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.0,0.0,39.23055476,-77.25511997,10,97,16.349,0.015,4.086,4.081,4.086,4.096,0,0,0,0,0.4,50,0,0,0,0,0,,,,,
46,5.5,0m 5.5s,39.23055551,-77.25512046,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.4,0.1,39.23055476,-77.25511997,10,97,16.349,0.015,4.086,4.081,4.086,4.096,0,0,0,0,0.4,49.9,0,0,0,0,0,,,,,
47,5.6,0m 5.6s,39.23055545,-77.25512057,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.3,0.1,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,0.1,0.5,49.8,0,0,0,0,0,,,,,
48,5.7,0m 5.7s,39.23055542,-77.25512065,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.4,0.1,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,0.2,0.7,49.8,0,0,0,0,0,,,,,
49,5.8,0m 5.8s,39.2305554,-77.2551207,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.4,0.1,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,0.4,0.7,49.8,0,0,0,0,0,,,,,
50,5.9,0m 5.9s,39.23055539,-77.25512074,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.4,0.1,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,0.6,0.1,49.9,0,0,0,0,0,,,,,
51,6,0m 6s,39.23055538,-77.25512079,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.4,0.1,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,0.3,0.5,49.9,0,0,0,0,0,,,,,
52,6.1,0m 6.1s,39.23055539,-77.25512086,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.4,0.1,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,0.4,1.2,50,0,0,0,0,0,,,,,
53,6.2,0m 6.2s,39.23055543,-77.25512094,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.3,0.1,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,0.7,1.6,50.1,0,0,0,0,0,,,,,
54,6.3,0m 6.3s,39.23055547,-77.25512105,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.4,0.1,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,0.5,1.8,50.2,0,0,0,0,0,,,,,
55,6.4,0m 6.4s,39.23055553,-77.25512114,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.4,0.1,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,0.3,2,50.2,0,0,0,0,0,,,,,
56,6.5,0m 6.5s,39.23055559,-77.25512122,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.4,0.1,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0.1,0,0,0.4,2.2,50.2,0,0,0,0,0,,,,,
57,6.6,0m 6.6s,39.23055566,-77.25512132,P-GPS,3.0,0.9,3.9,1.2,0.0,0.0,0.4,0.1,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,0.6,2.6,50.2,0,0,0,0,0,,,,,
58,6.7,0m 6.7s,39.23055572,-77.25512144,P-GPS,3.0,0.9,3.9,1.2,0.0,0.0,0.6,0.2,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,0.5,2.8,50.2,0,0,0,0,0,,,,,
59,6.8,0m 6.8s,39.23055577,-77.25512157,P-GPS,3.0,0.9,3.9,1.2,0.0,0.0,0.6,0.2,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,0.3,3.2,50.2,0,0,0,0,0,,,,,
60,6.9,0m 6.9s,39.23055579,-77.25512169,P-GPS,3.0,0.9,3.9,1.2,1.1,0.5,0.5,0.2,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,-0.1,3.2,50.2,0,0,0,0,0,,,,,
61,7.1,0m 7.1s,39.23055568,-77.25512193,P-GPS,3.0,0.9,3.9,1.2,0.0,0.0,0.6,0.2,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,-0.7,2.9,50.2,0,0,0,0,0,,,,,
62,7.2,0m 7.2s,39.23055554,-77.25512205,P-GPS,3.0,0.9,3.9,1.2,0.0,0.0,0.6,0.2,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,-0.7,3,50.1,0,0,0,0,0,,,,,
63,7.3,0m 7.3s,39.23055539,-77.25512215,P-GPS,3.0,0.9,3.9,1.2,0.0,0.0,0.7,0.2,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,-0.6,2.8,50,0,0,0,0,0,,,,,
64,7.4,0m 7.4s,39.23055519,-77.25512222,P-GPS,3.0,0.9,3.9,1.2,0.0,0.0,0.6,0.2,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,-0.4,2.4,50,0,0,0,0,0,,,,,
65,7.5,0m 7.5s,39.23055503,-77.25512226,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.6,0.2,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,-0.3,2.3,49.9,0,0,0,0,0,,,,,
66,7.6,0m 7.6s,39.23055486,-77.2551223,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.6,0.2,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,-0.2,2.2,49.9,0,0,0,0,0,,,,,
67,7.7,0m 7.7s,39.23055471,-77.25512231,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.7,0.2,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,0.2,1.7,50,0,0,0,0,0,,,,,
68,7.8,0m 7.8s,39.23055452,-77.25512232,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.7,0.2,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,0.3,1.3,50.2,0,0,0,0,0,,,,,
69,7.9,0m 7.9s,39.23055432,-77.25512234,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.7,0.2,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,-0.1,1.2,50.3,0,0,0,0,0,,,,,
70,8,0m 8s,39.23055409,-77.25512239,P-GPS,3.3,1.0,4.3,1.3,0.0,0.0,0.7,0.2,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,-0.4,1.2,50.3,0,0,0,0,0,,,,,
71,8.1,0m 8.1s,39.23055387,-77.25512245,P-GPS,3.3,1.0,4.3,1.3,0.0,0.0,0.8,0.2,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,-0.5,1.2,50.3,0,0,0,0,0,,,,,
72,8.2,0m 8.2s,39.23055363,-77.25512254,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.8,0.3,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,-0.5,1.2,50.2,0,0,0,0,0,,,,,
73,8.3,0m 8.3s,39.23055341,-77.25512263,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,0.9,0.3,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,-0.4,1.5,50.1,0,0,0,0,0,,,,,
74,8.5,0m 8.5s,39.23055297,-77.25512288,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,1.0,0.3,39.23055476,-77.25511997,10,97,16.26,0.019,4.064,4.057,4.063,4.076,0,0,0,0,1.2,49.8,0,0,0,0,0,,,,,
75,8.6,0m 8.6s,39.23055275,-77.255123,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,1.2,0.4,39.23055476,-77.25511997,9,97,16.198,0.021,4.051,4.04,4.046,4.061,0,0,0,-0.2,1.1,49.7,0,0,0,0,0,,,,,
76,8.7,0m 8.7s,39.23055254,-77.25512311,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,1.2,0.4,39.23055476,-77.25511997,9,97,16.198,0.021,4.051,4.04,4.046,4.061,0,0,0,-0.3,1,49.6,0,0,0,0,0,,,,,
77,8.8,0m 8.8s,39.23055235,-77.25512322,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,1.2,0.4,39.23055476,-77.25511997,9,97,16.198,0.021,4.051,4.04,4.046,4.061,0,0,0,-0.5,1.4,49.7,0,0,0,0,0,,,,,
78,8.9,0m 8.9s,39.2305522,-77.25512332,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,1.3,0.4,39.23055476,-77.25511997,9,97,16.198,0.021,4.051,4.04,4.046,4.061,0,0,0,-0.6,1.8,49.8,0,0,0,0,0,,,,,
79,9,0m 9s,39.23055206,-77.25512342,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,1.4,0.4,39.23055476,-77.25511997,9,97,16.198,0.021,4.051,4.04,4.046,4.061,0,0,0,-0.5,1.8,49.7,0,0,0,0,0,,,,,
80,9.1,0m 9.1s,39.23055193,-77.25512351,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,1.5,0.4,39.23055476,-77.25511997,9,97,16.198,0.021,4.051,4.04,4.046,4.061,0,0,0,-0.3,1.6,49.6,0,0,0,0,0,,,,,
81,9.2,0m 9.2s,39.23055184,-77.25512357,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,1.5,0.5,39.23055476,-77.25511997,9,97,16.198,0.021,4.051,4.04,4.046,4.061,0,0,0,-0.3,1.6,49.7,0,0,0,0,0,,,,,
82,9.3,0m 9.3s,39.23055176,-77.25512362,P-GPS,3.0,0.9,3.9,1.2,0.0,0.0,1.5,0.5,39.23055476,-77.25511997,9,97,16.198,0.021,4.051,4.04,4.046,4.061,0,0,0,-0.3,1.8,49.6,0,0,0,0,0,,,,,
83,9.4,0m 9.4s,39.23055175,-77.25512367,P-GPS,3.0,0.9,3.9,1.2,0.0,0.0,1.5,0.5,39.23055476,-77.25511997,9,97,16.198,0.021,4.051,4.04,4.046,4.061,0,0,0,0,2.2,49.6,0,0,0,0,0,,,,,
84,9.5,0m 9.5s,39.23055173,-77.25512372,P-GPS,3.0,0.9,3.9,1.2,1.1,0.5,1.5,0.5,39.23055476,-77.25511997,9,97,16.198,0.021,4.051,4.04,4.046,4.061,0,0,0,0.3,2.3,49.7,0,0,0,0,0,,,,,
85,9.6,0m 9.6s,39.23055174,-77.25512376,P-GPS,3.0,0.9,3.9,1.2,1.1,0.5,1.6,0.5,39.23055476,-77.25511997,9,97,16.198,0.021,4.051,4.04,4.046,4.061,0,0,0,0.2,2.1,49.8,0,0,0,0,0,,,,,
86,9.7,0m 9.7s,39.23055172,-77.25512382,P-GPS,3.0,0.9,3.9,1.2,0.0,0.0,1.6,0.5,39.23055476,-77.25511997,9,97,16.201,0.019,4.052,4.042,4.046,4.061,0,0,0,0,2.1,49.9,0,0,0,0,0,,,,,
87,9.8,0m 9.8s,39.23055171,-77.25512388,P-GPS,3.0,0.9,3.9,1.2,0.0,0.0,1.6,0.5,39.23055476,-77.25511997,9,97,16.201,0.019,4.052,4.042,4.046,4.061,0,0,0,0,2.5,50,0,0,0,0,0,,,,,
88,10,0m 10s,39.23055164,-77.25512402,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,1.6,0.5,39.23055476,-77.25511997,9,97,16.201,0.019,4.052,4.042,4.046,4.061,0,0,0,-0.5,2.8,50.1,0,0,0,0,0,,,,,
89,10.1,0m 10.1s,39.23055159,-77.25512407,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,1.6,0.5,39.23055476,-77.25511997,9,97,16.201,0.019,4.052,4.042,4.046,4.061,0,0,0,-0.1,2.7,50.1,0,0,0,0,0,,,,,
90,10.2,0m 10.2s,39.23055154,-77.25512409,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,1.6,0.5,39.23055476,-77.25511997,9,97,16.201,0.019,4.052,4.042,4.046,4.061,0,0,0,0,2.1,50,0,0,0,0,0,,,,,
91,10.3,0m 10.3s,39.23055148,-77.25512411,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,1.6,0.5,39.23055476,-77.25511997,9,97,16.201,0.019,4.052,4.042,4.046,4.061,0,0,0,-0.1,1.9,49.9,0,0,0,0,0,,,,,
92,10.4,0m 10.4s,39.23055144,-77.25512417,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,1.6,0.5,39.23055476,-77.25511997,9,97,16.201,0.019,4.052,4.042,4.046,4.061,0,0,0,-0.1,1.9,49.9,0,0,0,0,0,,,,,
93,10.5,0m 10.5s,39.23055141,-77.25512423,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,1.7,0.5,39.23055476,-77.25511997,9,97,16.201,0.019,4.052,4.042,4.046,4.061,0,0,0,0,2.3,50,0,0,0,0,0,,,,,
94,10.6,0m 10.6s,39.23055137,-77.2551243,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,1.8,0.5,39.23055476,-77.25511997,10,97,16.201,0.019,4.052,4.042,4.046,4.061,0,0,0,0,2.5,50,0,0,0,0,0,,,,,
95,10.7,0m 10.7s,39.23055131,-77.25512437,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,1.8,0.5,39.23055476,-77.25511997,10,97,16.201,0.019,4.052,4.042,4.046,4.061,0,0,0,-0.1,2.7,49.9,0,0,0,0,0,,,,,
96,10.8,0m 10.8s,39.23055124,-77.25512442,P-GPS,3.3,1.0,3.9,1.2,0.0,0.0,1.8,0.6,39.23055476,-77.25511997,10,97,16.201,0.019,4.052,4.042,4.046,4.061,0,0,0,-0.2,2.3,49.9,0,0,0,0,0,,,,,
97,10.9,0m 10.9s,39.23055118,-77.25512445,P-GPS,3.3,1.0,3.9,1.2,1.1,0.5,1.8,0.6,39.23055476,-77.25511997,10,97,16.201,0.019,4.052,4.042,4.046,4.061,0,0,0,0,2.3,49.9,0,0,0,0,0,,,,,
